資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考
30-006-01	世俗諺文_天理大学図書館	924	547	諤	諤	諤諤	諤諤			2				カク	カクカク					4604	踊り字
30-006-01	世俗諺文_天理大学図書館	925	548	四	四	四知	四知			1		入	入平							4606	
30-006-01	世俗諺文_天理大学図書館	926	548	知	知	四知	四知			2		平	入平							4606	
30-006-01	世俗諺文_天理大学図書館	927	549	惑	惑	三惑	三惑			2		入軽	＊入軽	コク	＊コク					4606	割り注内
30-006-01	世俗諺文_天理大学図書館	928	550	震	震	震畏四知	震畏四知			1		去	去去去平							4606	蒙求の一節、割り注内
30-006-01	世俗諺文_天理大学図書館	929	550	畏	畏	震畏四知	震畏四知			2		去	去去去平							4606	蒙求の一節、割り注内
30-006-01	世俗諺文_天理大学図書館	930	550	四	四	震畏四知	震畏四知			3		去	去去去平							4606	蒙求の一節、割り注内
30-006-01	世俗諺文_天理大学図書館	931	550	知	知	震畏四知	震畏四知			4		平	去去去平							4606	蒙求の一節、割り注内
30-006-01	世俗諺文_天理大学図書館	932	551	秉	秉	秉去三惑	秉去三惑			1		上	上去＊入軽	ヘイ	ヘイ＊＊コク					4606	蒙求の一節、割り注内
30-006-01	世俗諺文_天理大学図書館	933	551	去	去	秉去三惑	秉去三惑			2		去	上去＊入軽		ヘイ＊＊コク					4606	蒙求の一節、割り注内
30-006-01	世俗諺文_天理大学図書館	934	551	惑	惑	秉去三惑	秉去三惑			4		入軽	上去＊入軽	コク	ヘイ＊＊コク					4606	蒙求の一節、割り注内
30-006-01	世俗諺文_天理大学図書館	935	552	楊	楊	楊秉	楊秉			1		平	平上							4606	割り注内
30-006-01	世俗諺文_天理大学図書館	936	552	秉	秉	楊秉	楊秉			2		上	平上							4606	割り注内
30-006-01	世俗諺文_天理大学図書館	937	553	叔	叔	叔節	叔節			1		入	入入	シク	シク＊					4606	割り注内
30-006-01	世俗諺文_天理大学図書館	938	553	節	節	叔節	叔節			2		入	入入		シク＊					4606	割り注内
30-006-01	世俗諺文_天理大学図書館	939	554	楊	楊	楊震	楊震			1		平	平去		＊シン					4607	
30-006-01	世俗諺文_天理大学図書館	940	554	震	震	楊震	楊震			2		去	平去	シン	＊シン					4607	
30-006-01	世俗諺文_天理大学図書館	941	555	東	東	東莱守	東莱守			1		平	平平去		＊ライ＊					4607	
30-006-01	世俗諺文_天理大学図書館	942	555	莱	莱	東莱守	東莱守			2		平	平平去	ライ	＊ライ＊					4607	
30-006-01	世俗諺文_天理大学図書館	943	555	守	守	東莱守	東莱守			3		去	平平去		＊ライ＊					4607	
30-006-01	世俗諺文_天理大学図書館	944	556	昌	昌	昌邑	昌邑			1		平	平＊		＊イフ					4607	
30-006-01	世俗諺文_天理大学図書館	945	556	邑	邑	昌邑	昌邑			2			平＊	イフ	＊イフ					4607	
30-006-01	世俗諺文_天理大学図書館	946	557	令	令	昌邑令	昌邑令			3		去	＊＊去	レイ	＊＊レイ					4607	
30-006-01	世俗諺文_天理大学図書館	947	558	王	王	王密	王密			1		平	平入濁							4607	
30-006-01	世俗諺文_天理大学図書館	948	558	密	密	王密	王密			2		入濁	平入濁							4607	
30-006-01	世俗諺文_天理大学図書館	949	559	震	震	震	震			1		去	去	シン	シン					4608	
30-006-01	世俗諺文_天理大学図書館	950	560	擧	挙	擧	挙ス			1		去	去							4608	
30-006-01	世俗諺文_天理大学図書館	951	561	震	震	震	震			1		去	去							4609	
30-006-01	世俗諺文_天理大学図書館	952	562	天	天	天	天			1		平軽	平軽							4609	
30-006-01	世俗諺文_天理大学図書館	953	563	神	神	神	神			1		平	平							4609	
30-006-01	世俗諺文_天理大学図書館	954	564	四	四	四智	四智			1		去	去平							4609	
30-006-01	世俗諺文_天理大学図書館	955	564	智	智	四智	四智			2		平	去平							4609	
30-006-01	世俗諺文_天理大学図書館	956	565	疋	疋	疋夫	疋夫			1		入軽	入軽平軽	ヒツ	ヒツフ					4701	
30-006-01	世俗諺文_天理大学図書館	957	565	夫	夫	疋夫	疋夫			2		平軽	入軽平軽	フ	ヒツフ					4701	
30-006-01	世俗諺文_天理大学図書館	958	566	子	子	子	子			1		去	去							4702	
30-006-01	世俗諺文_天理大学図書館	959	567	將	将	將帥	将帥			1		去	去去		＊スイ					4703	
30-006-01	世俗諺文_天理大学図書館	960	567	帥	帥	將帥	将帥			2		去	去去	スイ	＊スイ					4703	
30-006-01	世俗諺文_天理大学図書館	961	568	微	微	微	微			1		平濁	平濁							4704	
30-006-01	世俗諺文_天理大学図書館	962	569	蟷	蟷	蟷_	蟷_			1		平	平平	タウ	タウラウ					4705	
30-006-01	世俗諺文_天理大学図書館	963	569	_	_	蟷_	蟷_			2		平	平平	ラウ	タウラウ					4705	
30-006-01	世俗諺文_天理大学図書館	964	570	莊	荘	莊子	荘子			1		上	上平濁							4706	
30-006-01	世俗諺文_天理大学図書館	965	570	子	子	莊子	荘子			2		平濁	上平濁							4706	
30-006-01	世俗諺文_天理大学図書館	966	571	車	車	車轍	車轍			1		平	平入軽							4706	
30-006-01	世俗諺文_天理大学図書館	967	571	轍	轍	車轍	車轍			2		入軽	平入軽							4706	
30-006-01	世俗諺文_天理大学図書館	968	572	才	才	才	才			1		平	平							4707	
30-006-01	世俗諺文_天理大学図書館	969	573	美	美	美	美			1		去濁	去濁							4707	
30-006-01	世俗諺文_天理大学図書館	970	574	韓	韓	韓詩	韓詩			1		平	平＊	カン	カン＊					4708	
30-006-01	世俗諺文_天理大学図書館	971	575	齊	斉	齊	斉			1		平	平	セイ	セイ					4708	
30-006-01	世俗諺文_天理大学図書館	972	576	莊	荘	莊公	荘公			1				サウ	サウ＊					4708	
30-006-01	世俗諺文_天理大学図書館	973	577	御	御	御者	御者			1		上濁	上濁上							4801	
30-006-01	世俗諺文_天理大学図書館	974	577	者	者	御者	御者			2		上	上濁上							4801	
30-006-01	世俗諺文_天理大学図書館	975	578	蟷	蟷	蟷_	蟷_			1		平	平平							4801	
30-006-01	世俗諺文_天理大学図書館	976	578	_	_	蟷_	蟷_			2		平	平平							4801	
30-006-01	世俗諺文_天理大学図書館	977	579	莊	荘	莊公	荘公			1		平	平＊							4802	
30-006-01	世俗諺文_天理大学図書館	978	580	勇	勇	勇夫	勇夫			1		上	上平軽	ヨウ	ヨウ＊					4802	
30-006-01	世俗諺文_天理大学図書館	979	580	夫	夫	勇夫	勇夫			2		平軽	上平軽		ヨウ＊					4802	
30-006-01	世俗諺文_天理大学図書館	980	581	士	士	勇士	勇士			2		去	＊去							4802	
30-006-01	世俗諺文_天理大学図書館	981	582	太	太	太公望	太公望			1		去	去平濁去濁							4804	
30-006-01	世俗諺文_天理大学図書館	982	582	公	公	太公望	太公望			2		平軽	去平濁去濁							4804	
30-006-01	世俗諺文_天理大学図書館	983	582	望	望	太公望	太公望			3		去濁	去平濁去濁							4804	
30-006-01	世俗諺文_天理大学図書館	984	583	呂	呂	呂尚	呂尚			1		上	上去							4804	
30-006-01	世俗諺文_天理大学図書館	985	583	尚	尚	呂尚	呂尚			2		去	上去							4804	
30-006-01	世俗諺文_天理大学図書館	986	584	釣	釣	魚釣	魚釣			2				テウ	＊テウ					4804	
30-006-01	世俗諺文_天理大学図書館	987	585	周	周	周	周			1		平	平							4804	
30-006-01	世俗諺文_天理大学図書館	988	586	西	西	西伯昌	西伯昌			1		平	平入平							4804	
30-006-01	世俗諺文_天理大学図書館	989	586	伯	伯	西伯昌	西伯昌			2		入	平入平							4804	
30-006-01	世俗諺文_天理大学図書館	990	586	昌	昌	西伯昌	西伯昌			3		平	平入平							4804	
30-006-01	世俗諺文_天理大学図書館	991	587	霸	覇	霸王	覇王			1				ハ	ハ＊					4806	
30-006-01	世俗諺文_天理大学図書館	992	588	輔	輔	輔	輔			1		上	上	フ	フ					4806	
30-006-01	世俗諺文_天理大学図書館	993	589	西	西	西伯	西伯			1		平	平入							4806	
30-006-01	世俗諺文_天理大学図書館	994	589	伯	伯	西伯	西伯			2		入	平入							4806	
30-006-01	世俗諺文_天理大学図書館	995	590	水	水	渭水	渭水			2		上濁	＊上濁							4806	
30-006-01	世俗諺文_天理大学図書館	996	591	韜	韜	六韜	六韜			2		去	＊去	タウ	＊タウ					4807	
30-006-01	世俗諺文_天理大学図書館	997	592	史	史	史扁	史扁			1		去	去平							4807	
30-006-01	世俗諺文_天理大学図書館	998	592	扁	扁	史扁	史扁			2		平	去平							4807	
30-006-01	世俗諺文_天理大学図書館	999	593	卜	卜	卜	卜			1		入	入							4807	
30-006-01	世俗諺文_天理大学図書館	1000	594	天	天	天	天			1		平軽	平軽							4808	
30-006-01	世俗諺文_天理大学図書館	1001	595	王	王	文王	文王			2		平	＊平							4808	
30-006-01	世俗諺文_天理大学図書館	1002	596	濱	浜	渭濱	渭浜			2				ヒン	＊ヒン					4809	
30-006-01	世俗諺文_天理大学図書館	1003	597	呂	呂	呂望	呂望			1		上	上去濁							4809	
30-006-01	世俗諺文_天理大学図書館	1004	597	望	望	呂望	呂望			2		去濁	上去濁							4809	
30-006-01	世俗諺文_天理大学図書館	1005	598	身	身	身體	身体			1		平軽	平軽上							4901	
30-006-01	世俗諺文_天理大学図書館	1006	598	體	体	身體	身体			2		上	平軽上							4901	
30-006-01	世俗諺文_天理大学図書館	1007	599	髮	髪	髮膚	髪膚			1		入軽	入軽平							4901	
30-006-01	世俗諺文_天理大学図書館	1008	599	膚	膚	髮膚	髪膚			2		平	入軽平							4901	
30-006-01	世俗諺文_天理大学図書館	1009	600	孝	孝	孝	孝			1		去	去							4902	
30-006-01	世俗諺文_天理大学図書館	1010	601	父	父	父子	父子			1		去	去上							4904	
30-006-01	世俗諺文_天理大学図書館	1011	601	子	子	父子	父子			2		上	去上							4904	
30-006-01	世俗諺文_天理大学図書館	1012	602	天	天	天性	天性			1		平軽	平軽去濁							4904	
30-006-01	世俗諺文_天理大学図書館	1013	602	性	性	天性	天性			2		去濁	平軽去濁							4904	
30-006-01	世俗諺文_天理大学図書館	1014	603	臣	臣	臣	臣			1		平	平							4908	
30-006-01	世俗諺文_天理大学図書館	1015	604	敬	敬	敬	敬ス			1		去	去							4908	
30-006-01	世俗諺文_天理大学図書館	1016	605	君	君	君父	君父			1		平	平去							4908	
30-006-01	世俗諺文_天理大学図書館	1017	605	父	父	君父	君父			2		去	平去							4908	
30-006-01	世俗諺文_天理大学図書館	1018	606	臣	臣	臣子	臣子			1		平	平去							4908	
30-006-01	世俗諺文_天理大学図書館	1019	606	子	子	臣子	臣子			2		去	平去							4908	
30-006-01	世俗諺文_天理大学図書館	1020	607	余	余	余	余			1		平	平	ヨ	ヨ					5001	
30-006-01	世俗諺文_天理大学図書館	1021	608	臣	臣	臣	臣			1		平	平							5001	
30-006-01	世俗諺文_天理大学図書館	1022	609	臣	臣	臣	臣			1		平	平							5001	
30-006-01	世俗諺文_天理大学図書館	1023	610	君	君	君父	君父			1		平軽	平軽上							5002	
30-006-01	世俗諺文_天理大学図書館	1024	610	父	父	君父	君父			2		上	平軽上							5002	
30-006-01	世俗諺文_天理大学図書館	1025	611	敬	敬	敬	敬ス			1		去	去							5002	
30-006-01	世俗諺文_天理大学図書館	1026	612	臣	臣	臣子	臣子			1		平	平上							5003	
30-006-01	世俗諺文_天理大学図書館	1027	612	子	子	臣子	臣子			2		上	平上							5003	
30-006-01	世俗諺文_天理大学図書館	1028	613	父	父	父子	父子			1		上	上上							5006	
30-006-01	世俗諺文_天理大学図書館	1029	613	子	子	父子	父子			2		上	上上							5006	
30-006-01	世俗諺文_天理大学図書館	1030	614	曲	曲	曲禮	曲礼			1		入	入平	コク	コクライ					5007	
30-006-01	世俗諺文_天理大学図書館	1031	614	禮	礼	曲禮	曲礼			2		平	入平	ライ	コクライ					5007	
30-006-01	世俗諺文_天理大学図書館	1032	615	尊	尊	尊卑	尊卑			1		平	平去							5007	
30-006-01	世俗諺文_天理大学図書館	1033	615	卑	卑	尊卑	尊卑			2		去	平去							5007	
30-006-01	世俗諺文_天理大学図書館	1034	616	以	以	以	以テ			1		入	入							5101	声点不審
30-006-01	世俗諺文_天理大学図書館	1035	617	私	私	私財	私財			1		平	平平							5101	私ノ財ラの仮名あり
30-006-01	世俗諺文_天理大学図書館	1036	617	財	財	私財	私財			2		平	平平							5101	私ノ財ラの仮名あり
30-006-01	世俗諺文_天理大学図書館	1037	618	子	子	子	子			1		去	去							5102	
30-006-01	世俗諺文_天理大学図書館	1038	619	父	父	父母	父母			1		上	上上濁	フ	フホ					5104	
30-006-01	世俗諺文_天理大学図書館	1039	619	母	母	父母	父母			2		上濁	上上濁	ホ	フホ					5104	
30-006-01	世俗諺文_天理大学図書館	1040	620	老	老	老	老			1		上	上							5104	
30-006-01	世俗諺文_天理大学図書館	1041	621	子	子	子	子			1		去	去							5105	
30-006-01	世俗諺文_天理大学図書館	1042	622	老	老	老	老			1		去	去							5105	
30-006-01	世俗諺文_天理大学図書館	1043	623	慈	慈	慈	慈			1		平軽	平軽							5105	
30-006-01	世俗諺文_天理大学図書館	1044	624	閨	閨	閨門	閨門			1		平	平＊	ケイ	ケイ＊					5105	
30-006-01	世俗諺文_天理大学図書館	1045	625	父	父	父子	父子			1		上	上上							5107	
30-006-01	世俗諺文_天理大学図書館	1046	625	子	子	父子	父子			2		上	上上							5107	
30-006-01	世俗諺文_天理大学図書館	1047	626	尊	尊	尊卑	尊卑			1		平	平去							5108	
30-006-01	世俗諺文_天理大学図書館	1048	626	卑	卑	尊卑	尊卑			2		去	平去							5108	
30-006-01	世俗諺文_天理大学図書館	1049	627	_	_	_風	_風			1		去	去平			開在反				5203	
30-006-01	世俗諺文_天理大学図書館	1050	627	風	風	_風	_風			2		平	去平							5203	
30-006-01	世俗諺文_天理大学図書館	1051	628	孝	孝	孝子	孝子			1		去	去上							5203	
30-006-01	世俗諺文_天理大学図書館	1052	628	子	子	孝子	孝子			2		上	去上							5203	
30-006-01	世俗諺文_天理大学図書館	1053	629	衞	衛	衞	衛			1		去	去	ヱイ	ヱイ					5203	
30-006-01	世俗諺文_天理大学図書館	1054	630	淫	淫	淫風	淫風			1		平	平平	イム	イム＊					5203	
30-006-01	世俗諺文_天理大学図書館	1055	630	風	風	淫風	淫風			2		平	平平		イム＊					5203	
30-006-01	世俗諺文_天理大学図書館	1056	631	流	流	流行	流行			1		平	平平							5203	
30-006-01	世俗諺文_天理大学図書館	1057	631	行	行	流行	流行			2		平	平平							5203	
30-006-01	世俗諺文_天理大学図書館	1058	632	室	室	室	室			1		入軽	入軽							5204	
30-006-01	世俗諺文_天理大学図書館	1059	633	孝	孝	孝道	孝道			1		去	去去							5204	
30-006-01	世俗諺文_天理大学図書館	1060	633	道	道	孝道	孝道			2		去	去去							5204	
30-006-01	世俗諺文_天理大学図書館	1061	634	_	_	_風	_風			1		去	去平軽							5205	
30-006-01	世俗諺文_天理大学図書館	1062	634	風	風	_風	_風			2		平軽	去平軽							5205	
30-006-01	世俗諺文_天理大学図書館	1063	635	_	_	__	__			1		去	去去	ケン	ケンクワン					5205	
30-006-01	世俗諺文_天理大学図書館	1064	635	_	_	__	__			2		去	去去	クワン	ケンクワン					5205	
30-006-01	世俗諺文_天理大学図書館	1065	636	黄	黄	黄鳥	黄鳥			1		平	平上							5205	
30-006-01	世俗諺文_天理大学図書館	1066	636	鳥	鳥	黄鳥	黄鳥			2		上	平上							5205	
30-006-01	世俗諺文_天理大学図書館	1067	637	_	_	__	__			1		去	去去	ケン	ケンクワン	胡顕反				5206	仮名別筆
30-006-01	世俗諺文_天理大学図書館	1068	637	_	_	__	__			2		去	去去	クワン	ケンクワン					5206	仮名別筆
30-006-01	世俗諺文_天理大学図書館	1069	638	箋	箋	箋	箋			1		平軽	平軽	セン	セン					5207	
30-006-01	世俗諺文_天理大学図書館	1070	639	螟	螟	螟蛉	螟蛉			1		平	平平	メイ	メイレイ					5301	
30-006-01	世俗諺文_天理大学図書館	1071	639	蛉	蛉	螟蛉	螟蛉			2		平	平平	レイ	メイレイ					5301	
30-006-01	世俗諺文_天理大学図書館	1072	640	_	_	_贏	_贏			1		上	上上	クワ	クワエイ					5301	
30-006-01	世俗諺文_天理大学図書館	1073	640	贏	贏	_贏	_贏			2		上	上上	エイ	クワエイ					5301	
30-006-01	世俗諺文_天理大学図書館	1074	641	螟	螟	螟蛉	螟蛉			1		平	平平	メイ	メイレイ					5301	
