資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考	大正蔵所在巻	巻	元_出現位置
30-058-01	仮名書き法華経_妙一記念館	164	51	薩	薩	菩薩摩訶薩	菩薩摩訶薩			2				さつ	ほさつまかさつ					1-0005-4		T0262_.09.0002a02	1	0005-4
30-058-01	仮名書き法華経_妙一記念館	165	51	摩	摩	菩薩摩訶薩	菩薩摩訶薩			3				ま	ほさつまかさつ					1-0005-4		T0262_.09.0002a02	1	0005-4
30-058-01	仮名書き法華経_妙一記念館	166	51	訶	訶	菩薩摩訶薩	菩薩摩訶薩			4				か	ほさつまかさつ					1-0005-4		T0262_.09.0002a02	1	0005-4
30-058-01	仮名書き法華経_妙一記念館	167	51	薩	薩	菩薩摩訶薩	菩薩摩訶薩			5				さつ	ほさつまかさつ					1-0005-4		T0262_.09.0002a02	1	0005-4
30-058-01	仮名書き法華経_妙一記念館	168	52	八	八	八万人	八万人			1				はち	はちまんにん					1-0005-4		T0262_.09.0002a02	1	0005-4
30-058-01	仮名書き法華経_妙一記念館	169	52	萬	萬	八万人	八万人			2				まん	はちまんにん					1-0005-4		T0262_.09.0002a02	1	0005-4
30-058-01	仮名書き法華経_妙一記念館	170	52	人	人	八万人	八万人			3				にん	はちまんにん					1-0005-4		T0262_.09.0002a02	1	0005-4
30-058-01	仮名書き法華経_妙一記念館	171	53	阿	阿	阿耨多羅三藐三菩提	阿耨多羅三藐三菩提			1				あ	あのくたらさんみやくさんほたい					1-0005-5		T0262_.09.0002a02	1	0005-5
30-058-01	仮名書き法華経_妙一記念館	172	53	耨	耨	阿耨多羅三藐三菩提	阿耨多羅三藐三菩提			2				のく	あのくたらさんみやくさんほたい					1-0005-5		T0262_.09.0002a02	1	0005-5
30-058-01	仮名書き法華経_妙一記念館	173	53	多	多	阿耨多羅三藐三菩提	阿耨多羅三藐三菩提			3				た	あのくたらさんみやくさんほたい					1-0005-5		T0262_.09.0002a03	1	0005-5
30-058-01	仮名書き法華経_妙一記念館	174	53	羅	羅	阿耨多羅三藐三菩提	阿耨多羅三藐三菩提			4				ら	あのくたらさんみやくさんほたい					1-0005-5		T0262_.09.0002a03	1	0005-5
30-058-01	仮名書き法華経_妙一記念館	175	53	三	三	阿耨多羅三藐三菩提	阿耨多羅三藐三菩提			5				さん	あのくたらさんみやくさんほたい					1-0005-5		T0262_.09.0002a03	1	0005-5
30-058-01	仮名書き法華経_妙一記念館	176	53	藐	藐	阿耨多羅三藐三菩提	阿耨多羅三藐三菩提			6				みやく	あのくたらさんみやくさんほたい					1-0005-5		T0262_.09.0002a03	1	0005-5
30-058-01	仮名書き法華経_妙一記念館	177	53	三	三	阿耨多羅三藐三菩提	阿耨多羅三藐三菩提			7				さん	あのくたらさんみやくさんほたい					1-0005-5		T0262_.09.0002a03	1	0005-5
30-058-01	仮名書き法華経_妙一記念館	178	53	菩	菩	阿耨多羅三藐三菩提	阿耨多羅三藐三菩提			8				ほ	あのくたらさんみやくさんほたい					1-0005-5		T0262_.09.0002a03	1	0005-5
30-058-01	仮名書き法華経_妙一記念館	179	53	提	提	阿耨多羅三藐三菩提	阿耨多羅三藐三菩提			9				たい	あのくたらさんみやくさんほたい					1-0005-5		T0262_.09.0002a03	1	0005-5
30-058-01	仮名書き法華経_妙一記念館	180	54	退	退	退轉	退轉せ			1				たい	たいてん					1-0005-5		T0262_.09.0002a03	1	0005-5
30-058-01	仮名書き法華経_妙一記念館	181	54	轉	轉	退轉	退轉せ			2				てん	たいてん					1-0005-6		T0262_.09.0002a03	1	0005-6
30-058-01	仮名書き法華経_妙一記念館	182	55	陀	陀	陀羅尼	陀羅尼			1				た	たらに					1-0005-6		T0262_.09.0002a03	1	0005-6
30-058-01	仮名書き法華経_妙一記念館	183	55	羅	羅	陀羅尼	陀羅尼			2				ら	たらに					1-0005-6		T0262_.09.0002a03	1	0005-6
30-058-01	仮名書き法華経_妙一記念館	184	55	尼	尼	陀羅尼	陀羅尼			3				に	たらに					1-0005-6		T0262_.09.0002a03	1	0005-6
30-058-01	仮名書き法華経_妙一記念館	185	56	樂	樂	樂説辯才	樂説辯才			1				けう	けうせつへんさい					1-0005-6		T0262_.09.0002a03	1	0005-6
30-058-01	仮名書き法華経_妙一記念館	186	56	説	説	樂説辯才	樂説辯才			2				せつ	けうせつへんさい					1-0005-6		T0262_.09.0002a04	1	0005-6
30-058-01	仮名書き法華経_妙一記念館	187	56	辯	辯	樂説辯才	樂説辯才			3				へん	けうせつへんさい					1-0005-6		T0262_.09.0002a04	1	0005-6
30-058-01	仮名書き法華経_妙一記念館	188	56	才	才	樂説辯才	樂説辯才			4				さい	けうせつへんさい					1-0005-6		T0262_.09.0002a04	1	0005-6
30-058-01	仮名書き法華経_妙一記念館	189	57	轉	轉	轉	轉す			1				てん	てん					1-0006-1		T0262_.09.0002a04	1	0006-1
30-058-01	仮名書き法華経_妙一記念館	190	58	不	不	不退轉	不退轉			1				ふ	ふたいてん					1-0006-1		T0262_.09.0002a04	1	0006-1
30-058-01	仮名書き法華経_妙一記念館	191	58	退	退	不退轉	不退轉			2				たい	ふたいてん					1-0006-1		T0262_.09.0002a04	1	0006-1
30-058-01	仮名書き法華経_妙一記念館	192	58	轉	轉	不退轉	不退轉			3				てん	ふたいてん					1-0006-1		T0262_.09.0002a04	1	0006-1
30-058-01	仮名書き法華経_妙一記念館	193	59	法	法	法輪	法輪			1				ほう	ほうりん					1-0006-1		T0262_.09.0002a04	1	0006-1
30-058-01	仮名書き法華経_妙一記念館	194	59	輪	輪	法輪	法輪			2				りん	ほうりん					1-0006-1		T0262_.09.0002a04	1	0006-1
30-058-01	仮名書き法華経_妙一記念館	195	60	供	供	供養	供養し			1				く	くやう					1-0006-1		T0262_.09.0002a04	1	0006-1
30-058-01	仮名書き法華経_妙一記念館	196	60	養	養	供養	供養し			2				やう	くやう					1-0006-1		T0262_.09.0002a04	1	0006-1
30-058-01	仮名書き法華経_妙一記念館	197	61	無	無	无量百千	无量百千			1				む	むりやうひやくせん					1-0006-1		T0262_.09.0002a04	1	0006-1
30-058-01	仮名書き法華経_妙一記念館	198	61	量	量	无量百千	无量百千			2				りやう	むりやうひやくせん					1-0006-1		T0262_.09.0002a04	1	0006-1
30-058-01	仮名書き法華経_妙一記念館	199	61	百	百	无量百千	无量百千			3				ひやく	むりやうひやくせん					1-0006-1		T0262_.09.0002a04	1	0006-1
30-058-01	仮名書き法華経_妙一記念館	200	61	千	千	无量百千	无量百千			4				せん	むりやうひやくせん					1-0006-1		T0262_.09.0002a04	1	0006-1
30-058-01	仮名書き法華経_妙一記念館	201	62	諸	諸	諸佛	諸佛			1				しよ	しよふつ					1-0006-2		T0262_.09.0002a04	1	0006-2
30-058-01	仮名書き法華経_妙一記念館	202	62	佛	佛	諸佛	諸佛			2				ふつ	しよふつ					1-0006-2		T0262_.09.0002a05	1	0006-2
30-058-01	仮名書き法華経_妙一記念館	203	62	諸	諸	諸佛	諸佛			1				しよ	しよふつ					1-0006-2		T0262_.09.0002a05	1	0006-2
30-058-01	仮名書き法華経_妙一記念館	204	62	佛	佛	諸佛	諸佛			2				ふつ	しよふつ					1-0006-2		T0262_.09.0002a05	1	0006-2
30-058-01	仮名書き法華経_妙一記念館	205	63	德	徳	德本	徳本			1				とく	とくほん					1-0006-2		T0262_.09.0002a05	1	0006-2
30-058-01	仮名書き法華経_妙一記念館	206	63	本	本	德本	徳本			2				ほん	とくほん					1-0006-2		T0262_.09.0002a05	1	0006-2
30-058-01	仮名書き法華経_妙一記念館	207	64	諸	諸	諸佛	諸佛			1				しよ	しよふつ					1-0006-3		T0262_.09.0002a05	1	0006-3
30-058-01	仮名書き法華経_妙一記念館	208	64	佛	佛	諸佛	諸佛			2				ふつ	しよふつ					1-0006-3		T0262_.09.0002a05	1	0006-3
30-058-01	仮名書き法華経_妙一記念館	209	65	稱	稱	稱歎	稱歎せ			1				しよう	しようたん					1-0006-3		T0262_.09.0002a06	1	0006-3
30-058-01	仮名書き法華経_妙一記念館	210	65	歎	歎	稱歎	稱歎せ			2				たん	しようたん					1-0006-3		T0262_.09.0002a06	1	0006-3
30-058-01	仮名書き法華経_妙一記念館	211	66	慈	慈	慈	慈			1				し	し					1-0006-4		T0262_.09.0002a06	1	0006-4
30-058-01	仮名書き法華経_妙一記念館	212	67	佛	佛	佛慧	佛慧			1				ふつ	ふつゑ					1-0006-4		T0262_.09.0002a06	1	0006-4
30-058-01	仮名書き法華経_妙一記念館	213	67	慧	慧	佛慧	佛慧			2				ゑ	ふつゑ					1-0006-4		T0262_.09.0002a06	1	0006-4
30-058-01	仮名書き法華経_妙一記念館	214	68	通	通	通達	通達し			1				つう	つうたつ					1-0006-5		T0262_.09.0002a06	1	0006-5
30-058-01	仮名書き法華経_妙一記念館	215	68	達	達	通達	通達し			2				たつ	つうたつ					1-0006-5		T0262_.09.0002a06	1	0006-5
30-058-01	仮名書き法華経_妙一記念館	216	69	大	大	大智	大智			1				たい	たいち					1-0006-5		T0262_.09.0002a06	1	0006-5
30-058-01	仮名書き法華経_妙一記念館	217	69	智	智	大智	大智			2				ち	たいち					1-0006-5		T0262_.09.0002a06	1	0006-5
30-058-01	仮名書き法華経_妙一記念館	218	70	彼	彼	彼岸	彼岸			1				ひ	ひかん					1-0006-5		T0262_.09.0002a07	1	0006-5
30-058-01	仮名書き法華経_妙一記念館	219	70	岸	岸	彼岸	彼岸			2				かん	ひかん					1-0006-5		T0262_.09.0002a07	1	0006-5
30-058-01	仮名書き法華経_妙一記念館	220	71	名	名	名稱	名稱			1				みやう	みやうしよう					1-0006-5		T0262_.09.0002a07	1	0006-5
30-058-01	仮名書き法華経_妙一記念館	221	71	稱	稱	名稱	名稱			2				しよう	みやうしよう					1-0006-5		T0262_.09.0002a07	1	0006-5
30-058-01	仮名書き法華経_妙一記念館	222	72	無	無	無量	無量			1				む	むりやう					1-0006-6		T0262_.09.0002a07	1	0006-6
30-058-01	仮名書き法華経_妙一記念館	223	72	量	量	無量	無量			2				りやう	むりやう					1-0006-6		T0262_.09.0002a07	1	0006-6
30-058-01	仮名書き法華経_妙一記念館	224	73	世	世	世界	世界			1				せ	せかい					1-0006-6		T0262_.09.0002a07	1	0006-6
30-058-01	仮名書き法華経_妙一記念館	225	73	界	界	世界	世界			2				かい	せかい					1-0006-6		T0262_.09.0002a07	1	0006-6
30-058-01	仮名書き法華経_妙一記念館	226	74	無	無	無數百千	無數百千			1				む	むしゆひやくせん					1-0006-6		T0262_.09.0002a07	1	0006-6
30-058-01	仮名書き法華経_妙一記念館	227	74	數	數	無數百千	無數百千			2				しゆ	むしゆひやくせん					1-0006-6		T0262_.09.0002a07	1	0006-6
30-058-01	仮名書き法華経_妙一記念館	228	74	百	百	無數百千	無數百千			3				ひやく	むしゆひやくせん					1-0006-6		T0262_.09.0002a07	1	0006-6
30-058-01	仮名書き法華経_妙一記念館	229	74	千	千	無數百千	無數百千			4				せん	むしゆひやくせん					1-0006-6		T0262_.09.0002a07	1	0006-6
30-058-01	仮名書き法華経_妙一記念館	230	75	衆	衆	衆生	衆生			1				しう	しうしやう					1-0006-6		T0262_.09.0002a07	1	0006-6
30-058-01	仮名書き法華経_妙一記念館	231	75	生	生	衆生	衆生			2				しやう	しうしやう					1-0007-1		T0262_.09.0002a08	1	0007-1
30-058-01	仮名書き法華経_妙一記念館	232	76	文	文	文殊師利菩薩	文殊師利菩薩			1				もん	もんしゆしりほさつ					1-0007-1		T0262_.09.0002a08	1	0007-1
30-058-01	仮名書き法華経_妙一記念館	233	76	殊	殊	文殊師利菩薩	文殊師利菩薩			2				しゆ	もんしゆしりほさつ					1-0007-1		T0262_.09.0002a08	1	0007-1
30-058-01	仮名書き法華経_妙一記念館	234	76	師	師	文殊師利菩薩	文殊師利菩薩			3				し	もんしゆしりほさつ					1-0007-1		T0262_.09.0002a08	1	0007-1
30-058-01	仮名書き法華経_妙一記念館	235	76	利	利	文殊師利菩薩	文殊師利菩薩			4				り	もんしゆしりほさつ					1-0007-1		T0262_.09.0002a08	1	0007-1
30-058-01	仮名書き法華経_妙一記念館	236	76	菩	菩	文殊師利菩薩	文殊師利菩薩			5				ほ	もんしゆしりほさつ					1-0007-1		T0262_.09.0002a08	1	0007-1
30-058-01	仮名書き法華経_妙一記念館	237	76	薩	薩	文殊師利菩薩	文殊師利菩薩			6				さつ	もんしゆしりほさつ					1-0007-1		T0262_.09.0002a08	1	0007-1
30-058-01	仮名書き法華経_妙一記念館	238	77	觀	觀	觀世音菩薩	觀世音菩薩			1				くわん	くわんせをんほさつ					1-0007-1		T0262_.09.0002a08	1	0007-1
30-058-01	仮名書き法華経_妙一記念館	239	77	世	世	觀世音菩薩	觀世音菩薩			2				せ	くわんせをんほさつ					1-0007-1		T0262_.09.0002a08	1	0007-1
30-058-01	仮名書き法華経_妙一記念館	240	77	音	音	觀世音菩薩	觀世音菩薩			3				をん	くわんせをんほさつ					1-0007-1		T0262_.09.0002a08	1	0007-1
30-058-01	仮名書き法華経_妙一記念館	241	77	菩	菩	觀世音菩薩	觀世音菩薩			4				ほ	くわんせをんほさつ					1-0007-1		T0262_.09.0002a08	1	0007-1
30-058-01	仮名書き法華経_妙一記念館	242	77	薩	薩	觀世音菩薩	觀世音菩薩			5				さつ	くわんせをんほさつ					1-0007-2		T0262_.09.0002a08	1	0007-2
30-058-01	仮名書き法華経_妙一記念館	243	78	得	得	得大勢菩薩	得大勢菩薩			1				とく	とくたいせいほさつ					1-0007-2		T0262_.09.0002a09	1	0007-2
30-058-01	仮名書き法華経_妙一記念館	244	78	大	大	得大勢菩薩	得大勢菩薩			2				たい	とくたいせいほさつ					1-0007-2		T0262_.09.0002a09	1	0007-2
30-058-01	仮名書き法華経_妙一記念館	245	78	勢	勢	得大勢菩薩	得大勢菩薩			3				せい	とくたいせいほさつ					1-0007-2		T0262_.09.0002a09	1	0007-2
30-058-01	仮名書き法華経_妙一記念館	246	78	菩	菩	得大勢菩薩	得大勢菩薩			4				ほ	とくたいせいほさつ					1-0007-2		T0262_.09.0002a09	1	0007-2
30-058-01	仮名書き法華経_妙一記念館	247	78	薩	薩	得大勢菩薩	得大勢菩薩			5				さつ	とくたいせいほさつ					1-0007-2		T0262_.09.0002a09	1	0007-2
30-058-01	仮名書き法華経_妙一記念館	248	79	常	常	常精進菩薩	常精進菩薩			1				しやう	しやうしやうしんほさつ					1-0007-2		T0262_.09.0002a09	1	0007-2
30-058-01	仮名書き法華経_妙一記念館	249	79	精	精	常精進菩薩	常精進菩薩			2				しやう	しやうしやうしんほさつ					1-0007-2		T0262_.09.0002a09	1	0007-2
30-058-01	仮名書き法華経_妙一記念館	250	79	進	進	常精進菩薩	常精進菩薩			3				しん	しやうしやうしんほさつ					1-0007-2		T0262_.09.0002a09	1	0007-2
30-058-01	仮名書き法華経_妙一記念館	251	79	菩	菩	常精進菩薩	常精進菩薩			4				ほ	しやうしやうしんほさつ					1-0007-2		T0262_.09.0002a09	1	0007-2
30-058-01	仮名書き法華経_妙一記念館	252	79	薩	薩	常精進菩薩	常精進菩薩			5				さつ	しやうしやうしんほさつ					1-0007-2		T0262_.09.0002a09	1	0007-2
30-058-01	仮名書き法華経_妙一記念館	253	80	不	不	不休息菩薩	不休息菩薩			1				ふ	ふくそくほさつ					1-0007-2		T0262_.09.0002a09	1	0007-2
30-058-01	仮名書き法華経_妙一記念館	254	80	休	休	不休息菩薩	不休息菩薩			2				く	ふくそくほさつ					1-0007-2		T0262_.09.0002a09	1	0007-2
30-058-01	仮名書き法華経_妙一記念館	255	80	息	息	不休息菩薩	不休息菩薩			3				そく	ふくそくほさつ					1-0007-2	補入	T0262_.09.0002a09	1	0007-2
30-058-01	仮名書き法華経_妙一記念館	256	80	菩	菩	不休息菩薩	不休息菩薩			4				ほ	ふくそくほさつ					1-0007-2		T0262_.09.0002a09	1	0007-2
30-058-01	仮名書き法華経_妙一記念館	257	80	薩	薩	不休息菩薩	不休息菩薩			5				さつ	ふくそくほさつ					1-0007-2		T0262_.09.0002a09	1	0007-2
30-058-01	仮名書き法華経_妙一記念館	258	81	寶	寶	寶掌菩薩	寶掌菩薩			1				ほう	ほうしやうほさつ					1-0007-2		T0262_.09.0002a10	1	0007-2
30-058-01	仮名書き法華経_妙一記念館	259	81	掌	掌	寶掌菩薩	寶掌菩薩			2				しやう	ほうしやうほさつ					1-0007-2		T0262_.09.0002a10	1	0007-2
30-058-01	仮名書き法華経_妙一記念館	260	81	菩	菩	寶掌菩薩	寶掌菩薩			3				ほ	ほうしやうほさつ					1-0007-2		T0262_.09.0002a10	1	0007-2
30-058-01	仮名書き法華経_妙一記念館	261	81	薩	薩	寶掌菩薩	寶掌菩薩			4				さつ	ほうしやうほさつ					1-0007-3		T0262_.09.0002a10	1	0007-3
30-058-01	仮名書き法華経_妙一記念館	262	82	藥	藥	藥王菩薩	藥王菩薩			1				やく	やくわうほさつ					1-0007-3		T0262_.09.0002a10	1	0007-3
30-058-01	仮名書き法華経_妙一記念館	263	82	王	王	藥王菩薩	藥王菩薩			2				わう	やくわうほさつ					1-0007-3		T0262_.09.0002a10	1	0007-3
30-058-01	仮名書き法華経_妙一記念館	264	82	菩	菩	藥王菩薩	藥王菩薩			3				ほ	やくわうほさつ					1-0007-3		T0262_.09.0002a10	1	0007-3
30-058-01	仮名書き法華経_妙一記念館	265	82	薩	薩	藥王菩薩	藥王菩薩			4				さつ	やくわうほさつ					1-0007-3		T0262_.09.0002a10	1	0007-3
30-058-01	仮名書き法華経_妙一記念館	266	83	勇	勇	勇施菩薩	勇施菩薩			1				ゆ	ゆせほさつ					1-0007-3		T0262_.09.0002a10	1	0007-3
30-058-01	仮名書き法華経_妙一記念館	267	83	施	施	勇施菩薩	勇施菩薩			2				せ	ゆせほさつ					1-0007-3		T0262_.09.0002a10	1	0007-3
30-058-01	仮名書き法華経_妙一記念館	268	83	菩	菩	勇施菩薩	勇施菩薩			3				ほ	ゆせほさつ					1-0007-3		T0262_.09.0002a10	1	0007-3
30-058-01	仮名書き法華経_妙一記念館	269	83	薩	薩	勇施菩薩	勇施菩薩			4				さつ	ゆせほさつ					1-0007-3		T0262_.09.0002a10	1	0007-3
30-058-01	仮名書き法華経_妙一記念館	270	84	寶	寶	寶月菩薩	寶月菩薩			1				ほう	ほうくわつほさつ					1-0007-3		T0262_.09.0002a10	1	0007-3
30-058-01	仮名書き法華経_妙一記念館	271	84	月	月	寶月菩薩	寶月菩薩			2				くわつ	ほうくわつほさつ					1-0007-3		T0262_.09.0002a10	1	0007-3
30-058-01	仮名書き法華経_妙一記念館	272	84	菩	菩	寶月菩薩	寶月菩薩			3				ほ	ほうくわつほさつ					1-0007-3		T0262_.09.0002a10	1	0007-3
30-058-01	仮名書き法華経_妙一記念館	273	84	薩	薩	寶月菩薩	寶月菩薩			4				さつ	ほうくわつほさつ					1-0007-3		T0262_.09.0002a11	1	0007-3
30-058-01	仮名書き法華経_妙一記念館	274	85	月	月	月光菩薩	月光菩薩			1				くわつ	くわつくわうほさつ					1-0007-3		T0262_.09.0002a11	1	0007-3
30-058-01	仮名書き法華経_妙一記念館	275	85	光	光	月光菩薩	月光菩薩			2				くわう	くわつくわうほさつ					1-0007-3		T0262_.09.0002a11	1	0007-3
