資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考	国立国会図書館デジタルコレクション複製本リンク
40-045-01	東洋文庫本法華経音訓	1174	1163	鵲	鵲	鵲	鵲			1	1	入	入	シヤク	シヤク				譬喩品	25b6_1		https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1175	1164	鳩	鳩	鳩	鳩			1	1	上／去	上／去	ク	ク				譬喩品	25b6_2		https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1176	1165	鴿	鴿	鴿	鴿			1	1	入濁	入濁	カフ	カフ				譬喩品	25b6_3		https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1177	1166	_	_	_	_			1	1	去濁	去濁	クワン	クワン				譬喩品	25b6_4		https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1178	1167	蛇	_	蛇	_			1	1	上濁	上濁	シヤ	シヤ				"譬喩品,(_,蛇)"	26a1_1		https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1179	1168	蛇	蛇	蛇	蛇			1	1	(上濁)	(上濁)	(シヤ)	(シヤ)				"譬喩品,同(_,蛇)"	26a1_2		https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1180	1169	蝮	蝮	蝮	蝮			1	1	入	入	フク	フク				譬喩品	26a1_3		https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1181	1170	蠍	蠍	蠍	蠍			1	1	入	入	カツ	カツ				譬喩品	26a1_4		https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1182	1171	蜈	蜈	蜈蚣	蜈蚣			1	2	上濁／去濁	上濁上／去濁上	コ	コク				譬喩品	26a2_1	蜈の「呉」は「_ 口矢」	https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1183	1171	蚣	蚣	蜈蚣	蜈蚣			2	2	上	上濁上／去濁上	ク	コク				譬喩品	26a2_1		https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1184	1172	蚰	蚰	蚰蜒	蚰蜒			1	2	上／去	上平／去平	ユ	ユエン				譬喩品	26a2_2		https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1185	1172	蜒	蜒	蚰蜒	蚰蜒			2	2	平	上平／去平	エン	ユエン				譬喩品	26a2_2		https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1186	1173	守	守	守	守			1	1	平	平	シユ	シユ				譬喩品	26a2_3	―宮	https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1187	1174	鼬	鼬	鼬	鼬			1	1	上／去	上／去	ユ	ユ				譬喩品	26a2_4	鼬の左下「鼡」	https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1188	1175	狸	貍	狸	貍			1	1	上	上	リ	リ				"譬喩品,(貍,狸)"	26a3_1		https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1189	1176	狸	狸	狸	狸			1	1	(上)	(上)	(リ)	(リ)				"譬喩品,同(貍,狸)"	26a3_2		https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1190	1177	_	_	_	_			1	1	去	去	ケイ	ケイ				譬喩品	26a3_3	_の「奚」は「__幺火」	https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1191	1178	鼠	鼠	鼠	鼠			1	1	上	上	ソ	ソ				譬喩品	26a3_4	鼠の下部は「__」	https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1192	1179	虫	蟲	虫	蟲			1	1	平	平	チウ	チウ				譬喩品	26a4_1		https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1193	1180	横	横	横	横			1	1	平	平	ワウ	ワウ				譬喩品	26a4_2		https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1194	1181	屎	屎	屎	屎			1	1	上／去	上／去	シ	シ				譬喩品	26a4_3		https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1195	1182	尿	尿	尿	尿			1	1	上	上	ネウ	ネウ				譬喩品	26a4_4		https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1196	1183	臭	_	臭	_			1	1	平	平	シユ	シユ				譬喩品	26a5_1		https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1197	1184	_	_	__	__			1	2	去	去上	カウ	カウラウ				譬喩品	26a5_2		https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1198	1184	_	_	__	__			2	2	上	去上	ラウ	カウラウ				譬喩品	26a5_2		https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1199	1185	狐	狐	狐	狐			1	1	上／去	上／去	コ	コ				譬喩品	26a5_3	孤の「瓜」は「__」	https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1200	1186	狼	狼	狼	狼			1	1	上	上	ラウ	ラウ				譬喩品	26a5_4		https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1201	1187	咀	咀	咀	咀			1	1	上／去	上／去	ソ／シヨ	ソ／シヨ				譬喩品	26a6_1		https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1202	1188	嚼	嚼	嚼	嚼			1	1	入	入	シヤク	シヤク				"譬喩品,(嚼,__)"	26a6_2		https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1203	1189	嚼	__	嚼	__			1	1	(入)	(入)	(シヤク)	(シヤク)				"譬喩品,同(嚼,__)"	26a6_3		https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1204	1190	踐	踐	踐	踐			1	1	平	平	セン	セン				譬喩品	26a6_4		https://dl.ndl.go.jp/pid/3438692/1/27
40-045-01	東洋文庫本法華経音訓	1205	1191	_	_	_	_			1	1	入	入	タフ	タフ				譬喩品	26b1_1		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1206	1192	_	_	_	_			1	1	平	平	サイ	サイ				譬喩品	26b1_2		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1207	1193	齧	齧	齧	齧			1	1	入	入	ケチ	ケチ				譬喩品	26b1_3		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1208	1194	屍	屍	屍	屍			1	1	上	上	シ	シ				譬喩品	26b1_4		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1209	1195	骨	骨	骨	骨			1	1	入	入	コツ	コツ				譬喩品	26b2_1	骨の上部は「内」	https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1210	1196	藉	藉	藉	藉			1	1	入	入	シヤク	シヤク				譬喩品	26b2_2		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1211	1197	狗	狗	狗	狗			1	1	平	平	ク	ク				譬喩品	26b2_3		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1212	1198	搏	搏	搏	搏			1	1	入	入	ハク	ハク				譬喩品	26b2_4		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1213	1199	撮	撮	撮	撮			1	1	入	入	サツ	サツ				"譬喩品,(撮,__)"	26b3_1		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1214	1200	撮	__	撮	__			1	1	(入)	(入)	(サツ)	(サツ)				"譬喩品,同(撮,__)"	26b3_2		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1215	1201	飢	飢	飢	飢			1	1	上／去	上／去	ケ	ケ				譬喩品	26b3_3		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1216	1202	羸	羸	羸	羸			1	1	平	平	ルイ	ルイ				譬喩品	26b3_4		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1217	1203	_	_	_	_			1	1	平	平	シヤウ	シヤウ				譬喩品	26b4_1		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1218	1204	惶	惶	惶	惶			1	1	平	平	ワウ	ワウ				譬喩品	26b4_2		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1219	1205	闘	闘	闘	闘			1	1	平	平	トウ	トウ				譬喩品	26b4_3		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1220	1206	諍	諍	諍	諍			1	1	平濁	平濁	シヤウ	シヤウ				譬喩品	26b4_4		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1221	1207	_	_	_	_			1	1	上	上	シヤ	シヤ				譬喩品	26b5_1		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1222	1208	掣	掣	掣	掣			1	1	上	上	セイ	セイ				譬喩品	26b5_2		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1223	1209	啀	啀	啀	啀			1	1	去濁	去濁	カイ	カイ				譬喩品	26b5_3		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1224	1210	_	_	_	_			1	1	上	上	サイ	サイ				"譬喩品,(_,_)"	26b5_4		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1225	1211	_	_	_	_			1	1	上	上	(サイ)	(サイ)				"譬喩品,異本(_,_)"	26b6_1		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1226	1212	_	_	_	_			1	1	去	去	カウ	カウ				譬喩品	26b6_2		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1227	1213	吠	吠	吠	吠			1	1	平濁	平濁	ハイ	ハイ				譬喩品	26b6_3		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1228	1214	恐	恐	恐	恐			1	1	平	平	ク	ク				譬喩品	26b6_4	恐の「凡」は「几」	https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1229	1215	状	_	状	_			1	1	去濁	去濁	シヤウ	シヤウ				譬喩品	27a1_1		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1230	1216	魑	魑	魑	魑			1	1	上／去	上／去	チ	チ				譬喩品	27a1_2	魑の「鬼」の初画「ノ」なし	https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1231	1217	魅	魅	魅	魅			1	1	平	平	ミ	ミ				譬喩品	27a1_3	魅の「鬼」の初画「ノ」なし	https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1232	1218	魍	魍	魍魎	魍魎			1	2	去	去上	マウ	マウリヤウ				譬喩品	27a1_4	魍の「鬼」の初画「ノ」なし	https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1233	1218	魎	魎	魍魎	魍魎			2	2	上	去上	リヤウ	マウリヤウ				譬喩品	27a1_4	魎の「鬼」の初画「ノ」なし	https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1234	1219	_	_	_	_			1	1	去濁	去濁	タン	タン				譬喩品	27a2_1		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1235	1220	禽	禽	禽	禽			1	1	平	平	キン	キン				譬喩品	27a2_2		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1236	1221	獸	獸	獸	獸			1	1	上	上	シユ	シユ				譬喩品	27a2_3		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1237	1222	孚	孚	孚	孚			1	1	平	平	フ	フ				譬喩品	27a2_4		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1238	1223	乳	乳	乳	乳			1	1	去	去	ニウ	ニウ				譬喩品	27a3_1		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1239	1224	産	産	産	産			1	1	平	平	セン	セン				譬喩品	27a3_2		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1240	1225	飽	飽	飽	飽			1	1	上濁／去濁	上濁／去濁	ハウ	ハウ				譬喩品	27a3_3	飽は右部は「__」	https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1241	1226	荼	荼	荼	荼			1	1	上濁	上濁	タ	タ				"譬喩品,(荼,__,茶)"	27a3_4		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1242	1227	__	__	__	__			1	1	上濁	上濁	(タ)	(タ)				"譬喩品,同(荼,__,茶)"	27a4_1		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1243	1228	茶	茶	茶	茶			1	1	上濁	上濁	(タ)	(タ)				"譬喩品,同(荼,__,茶)"	27a4_2		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1244	1229	蹲	蹲	蹲	蹲			1	1	平	平	ソン	ソン				譬喩品	27a4_3		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1245	1230	踞	踞	踞	踞			1	1	上	上	コ	コ				譬喩品	27a4_4		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1246	1231	_	_	_	_			1	1	上	上	タ	タ				譬喩品	27a5_1		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1247	1232	尺	尺	尺	尺			1	1	入	入	シヤク	シヤク				譬喩品	27a5_2		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1248	1233	返	返	返	返			1	1	平	平	ヘン	ヘン				譬喩品	27a5_3		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1249	1234	捉	捉	捉	捉			1	1	入	入	シヤク	シヤク				譬喩品	27a5_4		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1250	1235	撲	撲	撲	撲			1	1	入濁	入濁	ホク	ホク				譬喩品	27a6_1		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1251	1236	脚	_	脚	_			1	1	入	入	キヤク	キヤク				"譬喩品,(_,脚)"	27a6_2		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1252	1237	脚	脚	脚	脚			1	1	(入)	(入)	(キヤク)	(キヤク)				"譬喩品,同(_,脚)"	27a6_3		https://dl.ndl.go.jp/pid/3438692/1/28
40-045-01	東洋文庫本法華経音訓	1253	1238	頸	頸	頸	頸			1	1	上／去	上／去	キヤウ	キヤウ				譬喩品	27b1_1		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1254	1239	裸	裸	裸	裸			1	1	上	上	ラ	ラ				"譬喩品,(裸,__,_,_)"	27b1_2		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1255	1240	裸	__	裸	__			1	1	(上)	(上)	(ラ)	(ラ)				"譬喩品,同(裸,__,_,_)"	27b1_3		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1256	1241	裸	_	裸	_			1	1	(上)	(上)	(ラ)	(ラ)				"譬喩品,同(裸,__,_,_)"	27b1_4		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1257	1242	裸	_	裸	_			1	1	(上)	(上)	(ラ)	(ラ)				"譬喩品,同(裸,__,_,_)"	27b2_1		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1258	1243	黒	黒	黒	黒			1	1	入	入	コク	コク				譬喩品	27b2_2		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1259	1244	痩	痩	痩	痩			1	1	平	平	シユ	シユ				"譬喩品,(痩,__)"	27b2_3		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1260	1245	痩	__	痩	__			1	1	(平)	(平)	(シユ)	(シユ)				"譬喩品,同(痩,__)"	27b2_4		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1261	1246	叫	叫	叫	叫			1	1	去	去	ケウ	ケウ				譬喩品	27b3_1		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1262	1247	咽	咽	咽	咽			1	1	平	平	エン	エン				譬喩品	27b3_2		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1263	1248	針	針	針	針			1	1	平	平	シン	シン				譬喩品	27b3_3		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1264	1249	首	首	首	首			1	1	平	平	シユ	シユ				譬喩品	27b3_4		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1265	1250	蓬	蓬	蓬	蓬			1	1	平濁	平濁	フ	フ				譬喩品	27b4_1		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1266	1251	殘	殘	殘	殘			1	1	平濁／去濁	平濁／去濁	サン	サン				譬喩品	27b4_2		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1267	1252	兇	兇	兇	兇			1	1	平	平	ク	ク				譬喩品	27b4_3		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1268	1253	渇	渇	渇	渇			1	1	入	入	カツ	カツ				譬喩品	27b4_4	渇の「匕」は「止」	https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1269	1254	喚	喚	喚	喚			1	1	上	上	クワン	クワン				"譬喩品,(喚,_)"	27b5_1		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1270	1255	喚	_	喚	_			1	1	(上)	(上)	(クワン)	(クワン)				"譬喩品,同(喚,_)"	27b5_2		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1271	1256	鳥	鳥	鳥	鳥			1	1	上	上	テウ	テウ				譬喩品	27b5_3		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1272	1257	急	急	急	急			1	1	入	入	キフ	キフ				譬喩品	27b5_4		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1273	1258	窺	窺	窺	窺			1	1	上	上	キ	キ				譬喩品	27b6_1		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1274	1259	看	看	看	看			1	1	上	上	カン	カン				譬喩品	27b6_2		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1275	1260	窓	_	窓	_			1	1	平	平	ソウ	ソウ				譬喩品	27b6_3		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1276	1261	_	_	_	_			1	1	平	平	ユ／ヨウ	ユ／ヨウ				譬喩品	27b6_4		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1277	1262	忽	忽	忽	忽			1	1	入	入	コツ	コツ				譬喩品	28a1_1		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1278	1263	焔	_	焔	_			1	1	平	平	エン	エン				譬喩品	28a1_2		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1279	1264	爆	爆	爆	爆			1	1	入	入	ハク	ハク				譬喩品	28a1_3		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1280	1265	裂	裂	裂	裂			1	1	入	入	レツ	レツ				譬喩品	28a1_4		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1281	1266	折	折	折	折			1	1	入	入	セツ	セツ				譬喩品	28a2_1		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1282	1267	崩	崩	崩	崩			1	1	去濁	去濁	ホウ	ホウ				譬喩品	28a2_2		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1283	1268	倒	倒	倒	倒			1	1	平	平	タウ	タウ				譬喩品	28a2_3		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1284	1269	揚	揚	揚	揚			1	1	去	去	ヤウ	ヤウ				譬喩品	28a2_4		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1285	1270	竄	竄	竄	竄			1	1	去濁	去濁	サン	サン				譬喩品	28a3_1	竄の下部は「__」	https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1286	1271	孔	孔	孔	孔			1	1	平	平	ク	ク				譬喩品	28a3_2		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1287	1272	穴	穴	穴	穴			1	1	入	入	クエツ	クエツ				譬喩品	28a3_3		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1288	1273	血	血	血	血			1	1	入	入	クエツ	クエツ				譬喩品	28a3_4		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1289	1274	竝	竝	竝	竝			1	1	上濁／去濁	上濁／去濁	ヒヤウ	ヒヤウ				"譬喩品,(竝,並)"	28a4_1		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1290	1275	竝	並	竝	並			1	1	(上濁／去濁)	(上濁／去濁)	(ヒヤウ)	(ヒヤウ)				"譬喩品,同(竝,並)"	28a4_2		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1291	1276	煙	煙	煙	煙			1	1	平	平	エン	エン				"譬喩品,(煙,烟)"	28a4_3		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1292	1277	煙	烟	煙	烟			1	1	(平)	(平)	(エン)	(エン)				"譬喩品,同(煙,烟)"	28a4_4		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1293	1278	_	_	_	_			1	1	入	入	ホツ	ホツ				"譬喩品,(_,_)"	28a5_1		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1294	1279	_	_	_	_			1	1	(入)	(入)	(ホツ)	(ホツ)				"譬喩品,異本(_,_)"	28a5_2		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1295	1280	熱	熱	熱	熱			1	1	入	入	ネチ	ネチ				譬喩品	28a5_3		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1296	1281	悶	悶	悶	悶			1	1	平	平	モン	モン				譬喩品	28a5_4		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1297	1282	災	_	災	_			1	1	上	上	サイ	サイ				"譬喩品,(_,災,_,__)"	28a6_1		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1298	1283	災	災	災	災			1	1	(上)	(上)	(サイ)	(サイ)				"譬喩品,同(_,災,_,__)"	28a6_2		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1299	1284	災	_	災	_			1	1	(上)	(上)	(サイ)	(サイ)				"譬喩品,同(_,災,_,__)"	28a6_3		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1300	1285	災	__	災	__			1	1	(上)	(上)	(サイ)	(サイ)				"譬喩品,同(_,災,_,__)"	28a6_4		https://dl.ndl.go.jp/pid/3438692/1/29
40-045-01	東洋文庫本法華経音訓	1301	1286	救	救	救	救			1	1	平	平	ク	ク				譬喩品	28b1_1		https://dl.ndl.go.jp/pid/3438692/1/30
40-045-01	東洋文庫本法華経音訓	1302	1287	蔓	蔓	蔓莚	蔓莚			1	2	去	去平	マン	マンエン				譬喩品	28b1_2		https://dl.ndl.go.jp/pid/3438692/1/30
40-045-01	東洋文庫本法華経音訓	1303	1287	莚	莚	蔓莚	蔓莚			2	2	平	去平	エン	マンエン				譬喩品	28b1_2		https://dl.ndl.go.jp/pid/3438692/1/30
40-045-01	東洋文庫本法華経音訓	1304	1288	誨	誨	誨	誨			1	1	平	平	クエ	クエ				譬喩品	28b1_3		https://dl.ndl.go.jp/pid/3438692/1/30
40-045-01	東洋文庫本法華経音訓	1305	1289	愁	愁	愁	愁			1	1	去	去	シユ	シユ				譬喩品	28b1_4		https://dl.ndl.go.jp/pid/3438692/1/30
40-045-01	東洋文庫本法華経音訓	1306	1290	絶	絶	絶	絶			1	1	入濁	入濁	セツ	セツ				譬喩品	28b2_1		https://dl.ndl.go.jp/pid/3438692/1/30
