資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考	単字_alphabet
50-055-01	ドチリーナ・キリシタン_東洋文庫	2228	1335	子	子	子細	子細	xisai		1				シ	シサイ					059-21	バチカン本「しさい」099-06	xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2229	1335	細	細	子細	子細	xisai		2				サイ	シサイ					059-21	バチカン本「しさい」099-06	sai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2230	1336	御	御	御掟	御掟	go voqite	混種語	1				ゴ	ゴヲキテ					059-21	バチカン本「御おきて」099-06	go
50-055-01	ドチリーナ・キリシタン_東洋文庫	2231	1337	第	第	第九	第九	daicv		1				ダイ	ダイク					060-05		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2232	1337	九	九	第九	第九	daicv		2				ク	ダイク					060-05		cv
50-055-01	ドチリーナ・キリシタン_東洋文庫	2233	1338	御	御	御掟	御掟	govoqite	混種語	1				ゴ	ゴヲキテ					060-06	バチカン本「御おきて」100-01	go
50-055-01	ドチリーナ・キリシタン_東洋文庫	2234	1339	弟	弟	弟	弟	de		1				デ	デ					060-08		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	2235	1340	御	御	御掟	御掟	go voqite	混種語	1				ゴ	ゴヲキテ					060-08	バチカン本「御おきて」100-02	go
50-055-01	ドチリーナ・キリシタン_東洋文庫	2236	1341	師	師	師	師	xi		1				シ	シ					060-11		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2237	1342	總	總	總	總	sô		1				ソゥ	ソゥ					060-12	バチカン本「そう」100-06	sô
50-055-01	ドチリーナ・キリシタン_東洋文庫	2238	1343	世	世	世界	世界	xecai		1				セ	セカイ					060-14		xe
50-055-01	ドチリーナ・キリシタン_東洋文庫	2239	1343	界	界	世界	世界	xecai		2				カイ	セカイ					060-14		cai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2240	1344	御	御	御名代	御名代	go miǒdai		1				ゴ	ゴミャゥダイ					060-15		go
50-055-01	ドチリーナ・キリシタン_東洋文庫	2241	1344	名	名	御名代	御名代	go miǒdai		2				ミャゥ	ゴミャゥダイ					060-15		miǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	2242	1344	代	代	御名代	御名代	go miǒdai		3				ダイ	ゴミャゥダイ					060-15		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2243	1345	一	一	一切	一切	issai		1				イッ	イッサイ					060-16	バチカン本「一さい」100-10	is
50-055-01	ドチリーナ・キリシタン_東洋文庫	2244	1345	切	切	一切	一切	issai		2				サイ	イッサイ					060-16	バチカン本「一さい」100-10	sai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2245	1346	總	總	總	總	sô		1				ソゥ	ソゥ					060-21	バチカン本「そう」101-02	sô
50-055-01	ドチリーナ・キリシタン_東洋文庫	2246	1347	五	五	五個條	五個條	g□ □□□iô		1				ゴ	ゴ□□ョゥ					061-02	バチカン本「五ヶ条」101-04。橋本進吉翻字頭注「「五個條に」原本gocagiôのo caの三字虫損」（p.137）。	g□
50-055-01	ドチリーナ・キリシタン_東洋文庫	2247	1347	個	個	五個條	五個條	g□ □□□iô		2				□	ゴ□□ョゥ					061-02	バチカン本「五ヶ条」101-04。橋本進吉翻字頭注「「五個條に」原本gocagiôのo caの三字虫損」（p.137）。	□□
50-055-01	ドチリーナ・キリシタン_東洋文庫	2248	1347	條	條	五個條	五個條	g□ □□□iô		3				□ョゥ	ゴ□□ョゥ					061-02	バチカン本「五ヶ条」101-04。橋本進吉翻字頭注「「五個條に」原本gocagiôのo caの三字虫損」（p.137）。	□iô
50-055-01	ドチリーナ・キリシタン_東洋文庫	2249	1348	第	第	第一	第一	dai ichi		1				ダイ	ダイイチ					061-03		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2250	1348	一	一	第一	第一	dai ichi		2				イチ	ダイイチ					061-03		ichi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2251	1349	日	日	ベアト日	ベアト日	[ ]atonichi	混種語	4				ニチ	ベアトニチ					061-03	バチカン本「べあと日」101-05	nichi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2252	1350	第	第	第二	第二	daini		1				ダイ	ダイニ					061-05		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2253	1350	二	二	第二	第二	daini		2				ニ	ダイニ					061-05		ni
50-055-01	ドチリーナ・キリシタン_東洋文庫	2254	1351	年	年	年中	年中	nengiǔ		1				ネン	ネンヂュゥ					061-05		nen
50-055-01	ドチリーナ・キリシタン_東洋文庫	2255	1351	中	中	年中	年中	nengiǔ		2				ヂュゥ	ネンヂュゥ					061-05		giǔ
50-055-01	ドチリーナ・キリシタン_東洋文庫	2256	1352	一	一	一度	一度	ichido		1				イチ	イチド					061-05		ichi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2257	1352	度	度	一度	一度	ichido		2				ド	イチド					061-05		do
50-055-01	ドチリーナ・キリシタン_東洋文庫	2258	1353	第	第	第三	第三	daisan		1				ダイ	ダイサン					061-07		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2259	1353	三	三	第三	第三	daisan		2				サン	ダイサン					061-07		san
50-055-01	ドチリーナ・キリシタン_東洋文庫	2260	1354	第	第	第四	第四	daixi		1				ダイ	ダイシ					061-09		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2261	1354	四	四	第四	第四	daixi		2				シ	ダイシ					061-09		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2262	1355	肉	肉	肉食す	肉食す	nicujiqi su	混種語	1				ニク	ニクジキス					061-10	バチカン本「ヽくじきす」101-12	nicu
50-055-01	ドチリーナ・キリシタン_東洋文庫	2263	1355	食	食	肉食す	肉食す	nicujiqi su	混種語	2				ジキ	ニクジキス					061-10	バチカン本「ヽくじきす」101-12	jiqi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2264	1356	第	第	第五	第五	daigo		1				ダイ	ダイゴ					061-11		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2265	1356	五	五	第五	第五	daigo		2				ゴ	ダイゴ					061-11		go
50-055-01	ドチリーナ・キリシタン_東洋文庫	2266	1357	弟	弟	弟	弟	de		1				デ	デ					061-12		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	2267	1358	第	第	第一	第一	dai ichi		1				ダイ	ダイイチ					061-12		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2268	1358	一	一	第一	第一	dai ichi		2				イチ	ダイイチ					061-12		ichi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2269	1359	分	分	分別す	分別す	funbet su	混種語	1				フン	フンベっス					061-12		fun
50-055-01	ドチリーナ・キリシタン_東洋文庫	2270	1359	別	別	分別す	分別す	funbet su	混種語	2				ベっ	フンベっス					061-12		bet
50-055-01	ドチリーナ・キリシタン_東洋文庫	2271	1360	師	師	師	師	xi		1				シ	シ					061-14		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2272	1361	子	子	子細	子細	xisai		1				シ	シサイ					061-15	バチカン本「しさい」102-05	xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2273	1361	細	細	子細	子細	xisai		2				サイ	シサイ					061-15	バチカン本「しさい」102-05	sai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2274	1362	一	一	一心不亂	一心不亂	ixxinpuran		1				イッ	イッシンプラン					061-16	バチカン本「一心ふらん」102-06	ix
50-055-01	ドチリーナ・キリシタン_東洋文庫	2275	1362	心	心	一心不亂	一心不亂	ixxinpuran		2				シン	イッシンプラン					061-16	バチカン本「一心ふらん」102-06	xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	2276	1362	不	不	一心不亂	一心不亂	ixxinpuran		3				プ	イッシンプラン					061-16	バチカン本「一心ふらん」102-06	pu
50-055-01	ドチリーナ・キリシタン_東洋文庫	2277	1362	亂	亂	一心不亂	一心不亂	ixxinpuran		4				ラン	イッシンプラン					061-16	バチカン本「一心ふらん」102-06	ran
50-055-01	ドチリーナ・キリシタン_東洋文庫	2278	1363	弟	弟	弟	弟	de		1				デ	デ					061-19		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	2279	1364	師	師	師	師	xi		1				シ	シ					061-20		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2280	1365	年	年	年中	年中	nengiǔ		1				ネン	ネンヂュゥ					061-20		nen
50-055-01	ドチリーナ・キリシタン_東洋文庫	2281	1365	中	中	年中	年中	nengiǔ		2				ヂュゥ	ネンヂュゥ					061-20		giǔ
50-055-01	ドチリーナ・キリシタン_東洋文庫	2282	1366	日	日	日本國	日本國	nippongocu		1				ニッ	ニッポンゴク					061-22		nip
50-055-01	ドチリーナ・キリシタン_東洋文庫	2283	1366	本	本	日本國	日本國	nippongocu		2				ポン	ニッポンゴク					061-22		pon
50-055-01	ドチリーナ・キリシタン_東洋文庫	2284	1366	國	國	日本國	日本國	nippongocu		3				ゴク	ニッポンゴク					061-22		gocu
50-055-01	ドチリーナ・キリシタン_東洋文庫	2285	1367	弟	弟	弟	弟	de		1				デ	デ					062-02		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	2286	1368	師	師	師	師	xi		1				シ	シ					062-03		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2287	1369	御	御	御色身	御色身	go xiqixin		1				ゴ	ゴシキシン					062-03		go
50-055-01	ドチリーナ・キリシタン_東洋文庫	2288	1369	色	色	御色身	御色身	go xiqixin		2				シキ	ゴシキシン					062-03		xiqi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2289	1369	身	身	御色身	御色身	go xiqixin		3				シン	ゴシキシン					062-03		xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	2290	1370	死	死	死し	死し	xixi	混種語	1				シ	シシ					062-05		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2291	1371	御	御	御一生涯	御一生涯	go ixxǒgai		1				ゴ	ゴイッシャゥガイ					062-07	バチカン本「御一生がひ」103-06	go
50-055-01	ドチリーナ・キリシタン_東洋文庫	2292	1371	一	一	御一生涯	御一生涯	go ixxǒgai		2				イッ	ゴイッシャゥガイ					062-07	バチカン本「御一生がひ」103-06	ix
50-055-01	ドチリーナ・キリシタン_東洋文庫	2293	1371	生	生	御一生涯	御一生涯	go ixxǒgai		3				シャゥ	ゴイッシャゥガイ					062-07	バチカン本「御一生がひ」103-06	xǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	2294	1371	涯	涯	御一生涯	御一生涯	go ixxǒgai		4				ガイ	ゴイッシャゥガイ					062-07	バチカン本「御一生がひ」103-06	gai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2295	1372	所	所	御所作	御所作	von xosa	混種語	2				ショ	ヲンショサ					062-07		xo
50-055-01	ドチリーナ・キリシタン_東洋文庫	2296	1372	作	作	御所作	御所作	von xosa	混種語	3				サ	ヲンショサ					062-07		sa
50-055-01	ドチリーナ・キリシタン_東洋文庫	2297	1373	御	御	御パション	御パション	go passion	混種語	1				ゴ	ゴパション					062-08	バチカン本「御はしよむ」103-07	go
50-055-01	ドチリーナ・キリシタン_東洋文庫	2298	1373	御	御	御パション	御パション	go passion	混種語	1				ゴ	ゴパション					062-11	バチカン本「御はしよん」103-09	go
50-055-01	ドチリーナ・キリシタン_東洋文庫	2299	1374	觀	觀	觀念し	觀念し	quannen xi	混種語	1				クヮン	クヮンネンシ					062-11	バチカン本「くはんねんし」103-10	quan
50-055-01	ドチリーナ・キリシタン_東洋文庫	2300	1374	念	念	觀念し	觀念し	quannen xi	混種語	2				ネン	クヮンネンシ					062-11	バチカン本「くはんねんし」103-10	nen
50-055-01	ドチリーナ・キリシタン_東洋文庫	2301	1375	義	義	義	義	gui		1				ギ	ギ					062-12	バチカン本「儀」103-11	gui
50-055-01	ドチリーナ・キリシタン_東洋文庫	2302	1376	沙	沙	沙汰せ	沙汰せ	sata xe	混種語	1				サ	サタセ					062-13	バチカン本「さたせ」103-12	sa
50-055-01	ドチリーナ・キリシタン_東洋文庫	2303	1376	汰	汰	沙汰せ	沙汰せ	sata xe	混種語	2				タ	サタセ					062-13	バチカン本「さたせ」103-12	ta
50-055-01	ドチリーナ・キリシタン_東洋文庫	2304	1377	弟	弟	弟	弟	de		1				デ	デ					062-15		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	2305	1378	一	一	一心不亂	一心不亂	ixxinpuran		1				イッ	イッシンプラン					062-15	バチカン本「一心ふらん」103-14	ix
50-055-01	ドチリーナ・キリシタン_東洋文庫	2306	1378	心	心	一心不亂	一心不亂	ixxinpuran		2				シン	イッシンプラン					062-15	バチカン本「一心ふらん」103-14	xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	2307	1378	不	不	一心不亂	一心不亂	ixxinpuran		3				プ	イッシンプラン					062-15	バチカン本「一心ふらん」103-14	pu
50-055-01	ドチリーナ・キリシタン_東洋文庫	2308	1378	亂	亂	一心不亂	一心不亂	ixxinpuran		4				ラン	イッシンプラン					062-15	バチカン本「一心ふらん」103-14	ran
50-055-01	ドチリーナ・キリシタン_東洋文庫	2309	1379	師	師	師	師	xi		1				シ	シ					062-17		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2310	1380	散	散	散亂	散亂	sanran		1				サン	サンラン					062-18	バチカン本「さんらん」104-03	san
50-055-01	ドチリーナ・キリシタン_東洋文庫	2311	1380	亂	亂	散亂	散亂	sanran		2				ラン	サンラン					062-18	バチカン本「さんらん」104-03	ran
50-055-01	ドチリーナ・キリシタン_東洋文庫	2312	1381	弟	弟	弟	弟	de		1				デ	デ					062-20		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	2313	1382	師	師	師	師	xi		1				シ	シ					062-22		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2314	1383	世	世	世界	世界	xecai		1				セ	セカイ					062-23		xe
50-055-01	ドチリーナ・キリシタン_東洋文庫	2315	1383	界	界	世界	世界	xecai		2				カイ	セカイ					062-23		cai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2316	1384	恭	恭	恭敬禮拜	恭敬禮拜	cuguiǒ raifai xi	混種語	1				ク	クギャゥライハイシ					062-23	バチカン本「くぎやうらいはいし」104-08	cu
50-055-01	ドチリーナ・キリシタン_東洋文庫	2317	1384	敬	敬	恭敬禮拜	恭敬禮拜	cuguiǒ raifai xi	混種語	2				ギャゥ	クギャゥライハイシ					062-23	バチカン本「くぎやうらいはいし」104-08	guiǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	2318	1384	禮	禮	恭敬禮拜	恭敬禮拜	cuguiǒ raifai xi	混種語	3				ライ	クギャゥライハイシ					062-23	バチカン本「くぎやうらいはいし」104-08	rai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2319	1384	拜	拜	恭敬禮拜	恭敬禮拜	cuguiǒ raifai xi	混種語	4				ハイ	クギャゥライハイシ					062-23	バチカン本「くぎやうらいはいし」104-08	fai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2320	1385	弟	弟	弟	弟	de		1				デ	デ					063-04		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	2321	1386	師	師	師	師	xi		1				シ	シ					063-06		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2322	1387	一	一	一切	一切	issai		1				イッ	イッサイ					063-06	バチカン本「一さい」104-13	is
50-055-01	ドチリーナ・キリシタン_東洋文庫	2323	1387	切	切	一切	一切	issai		2				サイ	イッサイ					063-06	バチカン本「一さい」104-13	sai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2324	1388	弟	弟	弟	弟	de		1				デ	デ					063-10		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	2325	1389	師	師	師	師	xi		1				シ	シ					063-12		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2326	1390	御	御	御恩	御恩	go võ		1				ゴ	ゴヲン					063-12		go
50-055-01	ドチリーナ・キリシタン_東洋文庫	2327	1390	恩	恩	御恩	御恩	go võ		2				ヲン	ゴヲン					063-12		võ
50-055-01	ドチリーナ・キリシタン_東洋文庫	2328	1391	禮	禮	御禮	御禮	von rei	混種語	2				レイ	ヲンレイ					063-13	バチカン本「御れい」105-04	rei
50-055-01	ドチリーナ・キリシタン_東洋文庫	2329	1392	御	御	御恩	御恩	go von		1				ゴ	ゴヲン					063-15		go
50-055-01	ドチリーナ・キリシタン_東洋文庫	2330	1392	恩	恩	御恩	御恩	go von		2				ヲン	ゴヲン					063-15		von
50-055-01	ドチリーナ・キリシタン_東洋文庫	2331	1393	弟	弟	弟	弟	de		1				デ	デ					063-18		de
