資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	位置	単字長	声点	声点型	仮名	仮名型	反切	類音注	節博士	その他	出現位置	備考	推定語形
60-028-01	平曲譜本	234	131	人	人	一人	一ﾁ人			2								コ×××	HLLL	4上信連37-4口説		いちにん
60-028-01	平曲譜本	235	132	一	一	一人	一ﾁ人			1								コ×××	HLLL	5下逆櫓29-3口説		いちにん
60-028-01	平曲譜本	236	132	人	人	一人	一ﾁ人			2								コ×××	HLLL	5下逆櫓29-3口説		いちにん
60-028-01	平曲譜本	237	133	一	一	一人	一ﾁ人			1								コ×××	HLLL	10上慈心3-5口説		いちにん
60-028-01	平曲譜本	238	133	人	人	一人	一ﾁ人			2								コ×××	HLLL	10上慈心3-5口説		いちにん
60-028-01	平曲譜本	239	134	一	一	一人	一ﾁ人			1								コ×××	HLLL	11上妓王26-1口説		いちにん
60-028-01	平曲譜本	240	134	人	人	一人	一ﾁ人			2								コ×××	HLLL	11上妓王26-1口説		いちにん
60-028-01	平曲譜本	241	135	一	一	一人	一ﾁ人			1								コ×××	HLLL	12上御産5-5口説		いちにん
60-028-01	平曲譜本	242	135	人	人	一人	一ﾁ人			2								コ×××	HLLL	12上御産5-5口説		いちにん
60-028-01	平曲譜本	243	136	一	一	一人	一ﾁ人			1								コ×××	HLLL	14下小宰32-4口説		いちにん
60-028-01	平曲譜本	244	136	人	人	一人	一ﾁ人			2								コ×××	HLLL	14下小宰32-4口説		いちにん
60-028-01	平曲譜本	245	137	一	一	一人	一ﾁ人			1								コ×××	HLLL	14下小宰36-5口説		いちにん
60-028-01	平曲譜本	246	137	人	人	一人	一ﾁ人			2								コ×××	HLLL	14下小宰36-5口説		いちにん
60-028-01	平曲譜本	247	138	一	一	一人	一ﾁ人			1								コ×××	HLLL	15上内女2-5口説		いちにん
60-028-01	平曲譜本	248	138	人	人	一人	一ﾁ人			2								コ×××	HLLL	15上内女2-5口説		いちにん
60-028-01	平曲譜本	249	139	一	一	一人	一人ﾝ			1								上×××	HLLL	10上若宮4-5口説		いちにん
60-028-01	平曲譜本	250	139	人	人	一人	一人ﾝ			2								上×××	HLLL	10上若宮4-5口説		いちにん
60-028-01	平曲譜本	251	140	一	一	一人	一人ﾝ			1								上×××	HLLL	15下勝浦6-3素声		いちにん
60-028-01	平曲譜本	252	140	人	人	一人	一人ﾝ			2								上×××	HLLL	15下勝浦6-3素声		いちにん
60-028-01	平曲譜本	253	141	一	一	一人	一人ﾝ			1								コ×××	HLLL	4下老馬20-4口説		いちにん
60-028-01	平曲譜本	254	141	人	人	一人	一人ﾝ			2								コ×××	HLLL	4下老馬20-4口説		いちにん
60-028-01	平曲譜本	255	142	一	一	一人	一人ﾝ			1								コ×××	HLLL	6上有王1-4口説		いちにん
60-028-01	平曲譜本	256	142	人	人	一人	一人ﾝ			2								コ×××	HLLL	6上有王1-4口説		いちにん
60-028-01	平曲譜本	257	143	一	一	一人	一人が			1								上中中中中	HLLL	15上内女27-2指声		いちにん
60-028-01	平曲譜本	258	143	人	人	一人	一人が			2								上中中中中	HLLL	15上内女27-2指声		いちにん
60-028-01	平曲譜本	259	144	一	一	一人	一人が			1								コ××××	HLLL	8下戒文12-1口説		いちにん
60-028-01	平曲譜本	260	144	人	人	一人	一人が			2								コ××××	HLLL	8下戒文12-1口説		いちにん
60-028-01	平曲譜本	261	145	一	一	一人	一ﾁ人して			1								コ×××××	HLLL	14下盛最7-2口説		いちにん
60-028-01	平曲譜本	262	145	人	人	一人	一ﾁ人して			2								コ×××××	HLLL	14下盛最7-2口説		いちにん
60-028-01	平曲譜本	263	146	一	一	一人	一ﾁ人ﾝして			1								上×××××	HLLL	読下南牒4-1口説		いちにん
60-028-01	平曲譜本	264	146	人	人	一人	一ﾁ人ﾝして			2								上×××××	HLLL	読下南牒4-1口説		いちにん
60-028-01	平曲譜本	265	147	一	一	一人	壱人ﾂヽ			1								上上上コ××	HLLL	2下征夷6-4口説		いちにん
60-028-01	平曲譜本	266	147	人	人	一人	壱人ﾂヽ			2								上上上コ××	HLLL	2下征夷6-4口説		いちにん
60-028-01	平曲譜本	267	148	一	一	一人	一ﾁ人ﾝづゝ			1								上上上コ××	HLLL	1下土佐1-5口説		いちにん
60-028-01	平曲譜本	268	148	人	人	一人	一ﾁ人ﾝづゝ			2								上上上コ××	HLLL	1下土佐1-5口説		いちにん
60-028-01	平曲譜本	269	149	一	一	一人	一人と			1								コ××××	HLLL	14上一魁11-4口説		いちにん
60-028-01	平曲譜本	270	149	人	人	一人	一人と			2								コ××××	HLLL	14上一魁11-4口説		いちにん
60-028-01	平曲譜本	271	150	一	一	一人	一人に			1								上××××	HLLL	読上請文6-5白声		いちにん
60-028-01	平曲譜本	272	150	人	人	一人	一人に			2								上××××	HLLL	読上請文6-5白声		いちにん
60-028-01	平曲譜本	273	151	一	一	一人	一人に			1								コ××××	HLLL	7上烽火10-5口説		いちにん
60-028-01	平曲譜本	274	151	人	人	一人	一人に			2								コ××××	HLLL	7上烽火10-5口説		いちにん
60-028-01	平曲譜本	275	152	一	一	一人	一人に			1								コ××××	HLLL	8下戒文2-1口説		いちにん
60-028-01	平曲譜本	276	152	人	人	一人	一人に			2								コ××××	HLLL	8下戒文2-1口説		いちにん
60-028-01	平曲譜本	277	153	一	一	一人	一人に			1								コ××××	HLLL	8下戒文11-5口説		いちにん
60-028-01	平曲譜本	278	153	人	人	一人	一人に			2								コ××××	HLLL	8下戒文11-5口説		いちにん
60-028-01	平曲譜本	279	154	一	一	一人	一人に			1								コ××××	HLLL	15上内女8-4口説		いちにん
60-028-01	平曲譜本	280	154	人	人	一人	一人に			2								コ××××	HLLL	15上内女8-4口説		いちにん
60-028-01	平曲譜本	281	155	一	一	一人	一人にも			1								上×××××	HLLL	9上阿古1-2口説		いちにん
60-028-01	平曲譜本	282	155	人	人	一人	一人にも			2								上×××××	HLLL	9上阿古1-2口説		いちにん
60-028-01	平曲譜本	283	156	一	一	一人	一ﾁ人の			1								上××××	HLLL	15上内女35-4白声		いちにん
60-028-01	平曲譜本	284	156	人	人	一人	一ﾁ人の			2								上××××	HLLL	15上内女35-4白声		いちにん
60-028-01	平曲譜本	285	157	一	一	一人	一ﾁ人ﾝの			1								上××××	HLLL	7下重斬7-1口説		いちにん
60-028-01	平曲譜本	286	157	人	人	一人	一ﾁ人ﾝの			2								上××××	HLLL	7下重斬7-1口説		いちにん
60-028-01	平曲譜本	287	158	一	一	一人	一人は			1								上××××	HLLL	7上栄花13-4素声		いちにん
60-028-01	平曲譜本	288	158	人	人	一人	一人は			2								上××××	HLLL	7上栄花13-4素声		いちにん
60-028-01	平曲譜本	289	159	一	一	一人	一人は			1								上××××	HLLL	7上栄花14-4素声		いちにん
60-028-01	平曲譜本	290	159	人	人	一人	一人は			2								上××××	HLLL	7上栄花14-4素声		いちにん
60-028-01	平曲譜本	291	160	一	一	一人	一人は			1								上××××	HLLL	7上栄花15-1素声		いちにん
60-028-01	平曲譜本	292	160	人	人	一人	一人は			2								上××××	HLLL	7上栄花15-1素声		いちにん
60-028-01	平曲譜本	293	161	一	一	一人	一人は			1								上××××	HLLL	7上栄花15-2素声		いちにん
60-028-01	平曲譜本	294	161	人	人	一人	一人は			2								上××××	HLLL	7上栄花15-2素声		いちにん
60-028-01	平曲譜本	295	162	一	一	一人	一人ﾝは			1								上××××	HLLL	7上栄花8-4口説		いちにん
60-028-01	平曲譜本	296	162	人	人	一人	一人ﾝは			2								上××××	HLLL	7上栄花8-4口説		いちにん
60-028-01	平曲譜本	297	163	一	一	一人	壱人も			1								コ××××	HLLL	12上許文24-5口説		いちにん
60-028-01	平曲譜本	298	163	人	人	一人	壱人も			2								コ××××	HLLL	12上許文24-5口説		いちにん
60-028-01	平曲譜本	299	164	一	一	一人	壱人も			1								コ××××	HLLL	15下門渡21-4口説		いちにん
60-028-01	平曲譜本	300	164	人	人	一人	壱人も			2								コ××××	HLLL	15下門渡21-4口説		いちにん
60-028-01	平曲譜本	301	165	一	一	一人	一人も			1								上中上上上	HLLL	1下海道15-4折声		いちにん
60-028-01	平曲譜本	302	165	人	人	一人	一人も			2								上中上上上	HLLL	1下海道15-4折声		いちにん
60-028-01	平曲譜本	303	166	一	一	一人	一人も			1								上××××	HLLL	4上信連12-4口説		いちにん
60-028-01	平曲譜本	304	166	人	人	一人	一人も			2								上××××	HLLL	4上信連12-4口説		いちにん
60-028-01	平曲譜本	305	167	一	一	一人	一人も			1								上××××	HLLL	4下那都6-4素声		いちにん
60-028-01	平曲譜本	306	167	人	人	一人	一人も			2								上××××	HLLL	4下那都6-4素声		いちにん
60-028-01	平曲譜本	307	168	一	一	一人	一人も			1								上××××	HLLL	7上烽火21-1口説		いちにん
60-028-01	平曲譜本	308	168	人	人	一人	一人も			2								上××××	HLLL	7上烽火21-1口説		いちにん
60-028-01	平曲譜本	309	169	一	一	一人	一人も			1								上××××	HLLL	7上法遷11-4白声		いちにん
60-028-01	平曲譜本	310	169	人	人	一人	一人も			2								上××××	HLLL	7上法遷11-4白声		いちにん
60-028-01	平曲譜本	311	170	一	一	一人	一人も			1								上××××	HLLL	8下能登25-4白声		いちにん
60-028-01	平曲譜本	312	170	人	人	一人	一人も			2								上××××	HLLL	8下能登25-4白声		いちにん
60-028-01	平曲譜本	313	171	一	一	一人	一人も			1								上××××	HLLL	9上院崩2-2口説		いちにん
60-028-01	平曲譜本	314	171	人	人	一人	一人も			2								上××××	HLLL	9上院崩2-2口説		いちにん
60-028-01	平曲譜本	315	172	一	一	一人	一人も			1								上××××	HLLL	9下主落22-4ハヅミ		いちにん
60-028-01	平曲譜本	316	172	人	人	一人	一人も			2								上××××	HLLL	9下主落22-4ハヅミ		いちにん
60-028-01	平曲譜本	317	173	一	一	一人	一人も			1								上××××	HLLL	10下六乞1-5口説		いちにん
60-028-01	平曲譜本	318	173	人	人	一人	一人も			2								上××××	HLLL	10下六乞1-5口説		いちにん
60-028-01	平曲譜本	319	174	一	一	一人	一人も			1								上××××	HLLL	10下六乞42-4白声		いちにん
60-028-01	平曲譜本	320	174	人	人	一人	一人も			2								上××××	HLLL	10下六乞42-4白声		いちにん
60-028-01	平曲譜本	321	175	一	一	一人	一人も			1								上××××	HLLL	11下小教17-2口説		いちにん
60-028-01	平曲譜本	322	175	人	人	一人	一人も			2								上××××	HLLL	11下小教17-2口説		いちにん
60-028-01	平曲譜本	323	176	一	一	一人	一人も			1								上××××	HLLL	12下道逝3-5口説		いちにん
60-028-01	平曲譜本	324	176	人	人	一人	一人も			2								上××××	HLLL	12下道逝3-5口説		いちにん
60-028-01	平曲譜本	325	177	一	一	一人	一人も			1								上××××	HLLL	13上北国13-1口説		いちにん
60-028-01	平曲譜本	326	177	人	人	一人	一人も			2								上××××	HLLL	13上北国13-1口説		いちにん
60-028-01	平曲譜本	327	178	一	一	一人	一人も			1								上××××	HLLL	13上北国13-3口説		いちにん
60-028-01	平曲譜本	328	178	人	人	一人	一人も			2								上××××	HLLL	13上北国13-3口説		いちにん
60-028-01	平曲譜本	329	179	一	一	一人	一人も			1								コ××××	HLLL	6上納流3-3口説		いちにん
60-028-01	平曲譜本	330	179	人	人	一人	一人も			2								コ××××	HLLL	6上納流3-3口説		いちにん
60-028-01	平曲譜本	331	180	一	一	一人	一人も			1								コ××××	HLLL	7上法遷15-2口説		いちにん
60-028-01	平曲譜本	332	180	人	人	一人	一人も			2								コ××××	HLLL	7上法遷15-2口説		いちにん
60-028-01	平曲譜本	333	181	一	一	一人	一人も			1								コ××××	HLLL	9上院崩5-5口説		いちにん
60-028-01	平曲譜本	334	181	人	人	一人	一人も			2								コ××××	HLLL	9上院崩5-5口説		いちにん
60-028-01	平曲譜本	335	182	一	一	一人	一ﾁ人も			1								上××××	HLLL	4上信連35-3素声		いちにん
60-028-01	平曲譜本	336	182	人	人	一人	一ﾁ人も			2								上××××	HLLL	4上信連35-3素声		いちにん
60-028-01	平曲譜本	337	183	一	一	一人	一ﾁ人も			1								上××××	HLLL	13上門落31-1口説		いちにん
60-028-01	平曲譜本	338	183	人	人	一人	一ﾁ人も			2								上××××	HLLL	13上門落31-1口説		いちにん
60-028-01	平曲譜本	339	184	一	一	一人	一ﾁ人も			1								コ××××	HLLL	4上小督15-3口説		いちにん
60-028-01	平曲譜本	340	184	人	人	一人	一ﾁ人も			2								コ××××	HLLL	4上小督15-3口説		いちにん
60-028-01	平曲譜本	341	185	一	一	一人	一ﾁ人も			1								コ××××	HLLL	5上厳幸1-5口説		いちにん
60-028-01	平曲譜本	342	185	人	人	一人	一ﾁ人も			2								コ××××	HLLL	5上厳幸1-5口説		いちにん
60-028-01	平曲譜本	343	186	一	一	一人	一ﾁ人も			1								コ××××	HLLL	11下小教18-3口説		いちにん
60-028-01	平曲譜本	344	186	人	人	一人	一ﾁ人も			2								コ××××	HLLL	11下小教18-3口説		いちにん
60-028-01	平曲譜本	345	187	一	一	一人	一人ﾝも			1								上××××	HLLL	6上五節4-2口説		いちにん
60-028-01	平曲譜本	346	187	人	人	一人	一人ﾝも			2								上××××	HLLL	6上五節4-2口説		いちにん
60-028-01	平曲譜本	347	188	一	一	一人	一人ﾝも			1								上××××	HLLL	9下惟出9-1口説		いちにん
60-028-01	平曲譜本	348	188	人	人	一人	一人ﾝも			2								上××××	HLLL	9下惟出9-1口説		いちにん
60-028-01	平曲譜本	349	189	一	一	一人	一人ﾝも			1								コ××××	HLLL	10上若宮3-4口説		いちにん
60-028-01	平曲譜本	350	189	人	人	一人	一人ﾝも			2								コ××××	HLLL	10上若宮3-4口説		いちにん
60-028-01	平曲譜本	351	190	一	一	一人	一ﾁ人をば			1								コ×××××	HLLL	6下木最27-4口説		いちにん
60-028-01	平曲譜本	352	190	人	人	一人	一ﾁ人をば			2								コ×××××	HLLL	6下木最27-4口説		いちにん
60-028-01	平曲譜本	353	191	一	一	一人	一人ﾝをば			1								上×××××	HLLL	6上五節4-4口説		いちにん
60-028-01	平曲譜本	354	191	人	人	一人	一人ﾝをば			2								上×××××	HLLL	6上五節4-4口説		いちにん
60-028-01	平曲譜本	355	192	一	一	一人	一人ﾝをば			1								上×××××	HLLL	6上五節4-5口説		いちにん
60-028-01	平曲譜本	356	192	人	人	一人	一人ﾝをば			2								上×××××	HLLL	6上五節4-5口説		いちにん
60-028-01	平曲譜本	357	193	一	一	一人	一人をも			1								上上中上上中	HLLL	灌頂往生11-4折声		いちにん
60-028-01	平曲譜本	358	193	人	人	一人	一人をも			2								上上中上上中	HLLL	灌頂往生11-4折声		いちにん
60-028-01	平曲譜本	359	194	一	一	一年	一年			1								コ×××	HLLL	8上少乞14-2口説		いちねん
60-028-01	平曲譜本	360	194	年	年	一年	一年			2								コ×××	HLLL	8上少乞14-2口説		いちねん
60-028-01	平曲譜本	361	195	一	一	一面	一面ﾝに			1								上上コ××	HHHL	5上感陽9-2口説		いちめん
60-028-01	平曲譜本	362	195	面	面	一面	一面ﾝに			2								上上コ××	HHHL	5上感陽9-2口説		いちめん
60-028-01	平曲譜本	363	196	一	一	一面	一面ﾝに			1								上上コ××	HHHL	10上慈心21-2口説		いちめん
60-028-01	平曲譜本	364	196	面	面	一面	一面ﾝに			2								上上コ××	HHHL	10上慈心21-2口説		いちめん
60-028-01	平曲譜本	365	197	一	一	一門	一門			1								上上××	HHLL	5上小松4-4素声		いちもん
60-028-01	平曲譜本	366	197	門	門	一門	一門			2								上上××	HHLL	5上小松4-4素声		いちもん
60-028-01	平曲譜本	367	198	一	一	一門	一門			1								上上××	HHLL	8上少乞23-5口説		いちもん
60-028-01	平曲譜本	368	198	門	門	一門	一門			2								上上××	HHLL	8上少乞23-5口説		いちもん
60-028-01	平曲譜本	369	199	一	一	一門	一門			1								上上××	HHLL	14下盛最12-3白声		いちもん
60-028-01	平曲譜本	370	199	門	門	一門	一門			2								上上××	HHLL	14下盛最12-3白声		いちもん
60-028-01	平曲譜本	371	200	一	一	一門	一門			1								上上××	HHLL	灌頂原入12-2シ口		いちもん
60-028-01	平曲譜本	372	200	門	門	一門	一門			2								上上××	HHLL	灌頂原入12-2シ口		いちもん
60-028-01	平曲譜本	373	201	一	一	一門	一門			1								上上××	HHLL	灌頂六道26-1白声		いちもん
60-028-01	平曲譜本	374	201	門	門	一門	一門			2								上上××	HHLL	灌頂六道26-1白声		いちもん
60-028-01	平曲譜本	375	202	一	一	一門	一門			1								上上××	HHLL	灌頂往生3-3シ口		いちもん
60-028-01	平曲譜本	376	202	門	門	一門	一門			2								上上××	HHLL	灌頂往生3-3シ口		いちもん
